Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2375545501709,24.705324183736966,23.798604229403885,24.69423892192084,212818400
2015-01-05,23.554744720458984,24.086805174772298,23.368524491704783,24.006996022056626,257142000
2015-01-06,23.556955337524414,23.816334163580667,23.195596863475707,23.619028729260297,263188400
2015-01-07,23.88727569580078,23.987036263456744,23.654498782772745,23.76534460966741,160423600
2015-01-08,24.805078506469727,24.862718808875904,24.097881603917656,24.215379598807615,237458000
2015-01-09,24.831680297851562,25.106577449319293,24.43263468171056,24.977995896187977,214798000
2015-01-12,24.219818115234375,24.969135448943987,24.120057527235872,24.962484968593877,198603200
2015-01-13,24.434846878051758,25.006811575826347,24.144431441648663,24.703093494130716,268367600
2015-01-14,24.341753005981445,24.4947191519066,24.053553075986958,24.17326681499819,195826400
2015-01-15,23.68109893798828,24.39937931797329,23.645629158066633,24.386078361924277,240056000
2015-01-16,23.497098922729492,23.849589546937747,23.321962305734257,23.72765845555715,314053200
2015-01-20,24.102319717407227,24.157742637400762,23.610163917244932,23.907229956551088,199599600
2015-01-21,24.286317825317383,24.62107095617923,24.00255112888712,24.15330149924548,194303600
2015-01-22,24.918142318725586,24.933660666894788,24.324008616661335,24.443722313126493,215185600
2015-01-23,25.046722412109375,25.21742423193683,24.725268516966384,24.895972028166835,185859200
2015-01-26,25.073326110839844,25.35265807271684,25.006819628451208,25.215208636250004,222460000
2015-01-27,24.195430755615234,24.935881874965276,24.171044534562267,24.922579223516976,382274800
2015-01-28,25.56327247619629,26.186227378641483,25.56327247619629,26.077597214719916,585908400
2015-01-29,26.359132766723633,26.42342353658702,25.618681909825277,25.787168007006127,337745600
2015-01-30,25.97339630126953,26.602999818446985,25.904670734938115,26.24829349247566,334982000
2015-02-02,26.299280166625977,26.4189938621203,25.733967466726934,26.170700293426666,250956400
2015-02-03,26.303720474243164,26.401263671853233,26.073160903883434,26.270466381055748,207662800
2015-02-04,26.505455017089844,26.71606311438626,26.22834043488918,26.2704623926231,280598800
2015-02-05,26.69464874267578,26.759193285092636,26.541077186647783,26.71245278695877,168984800
2015-02-06,26.469850540161133,26.763638436784344,26.363017805912374,26.712447362487318,174826400
2015-02-09,26.645679473876953,26.672386384989608,26.35856829307448,26.385276902235912,155559200
2015-02-10,27.157569885253906,27.186504623719213,26.74359766138815,26.745822104310072,248034000
2015-02-11,27.794118881225586,27.803021749787224,27.264410937172286,27.32450317740265,294247200
2015-02-12,28.14577293395996,28.372791824140226,27.947688789457672,28.056745951498062,297898000
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800
2015-02-17,28.450687408447266,28.684383005533768,28.248150997899188,28.375013885390867,252609600
2015-02-18,28.648773193359375,28.662126646062973,28.36611265877822,28.406174714937425,179566800
2015-02-19,28.588682174682617,28.717771224139252,28.56197526655268,28.595358901715098,149449600
2015-02-20,28.82237434387207,28.82237434387207,28.499653457078956,28.62651465154113,195793600
2015-02-23,29.601360321044922,29.601360321044922,28.857988628797774,28.93811274746554,283896400
2015-02-24,29.416627883911133,29.734899896206425,29.194061278089517,29.588005121300906,276912400
2015-02-25,28.664350509643555,29.289765499417644,28.521908023525217,29.280860933730825,298846800
2015-02-26,29.027132034301758,29.127286312902026,28.179153934805036,28.66434743367123,365150000
2015-02-27,28.590909957885742,29.060525669459057,28.54194502901291,28.933661063898402,248059200
2015-03-02,28.73112678527832,28.99598163064792,28.555300633699616,28.76673826279468,192386800
2015-03-03,28.791217803955078,28.826829277853392,28.50855724854495,28.702192515306365,151265200
2015-03-04,28.60870361328125,28.835722451302797,28.559742095370847,28.73334373735905,126665200
2015-03-05,28.134645462036133,28.65545050468917,27.989976828616363,28.617614589224313,226068400
2015-03-06,28.17692756652832,28.79343622144085,28.101255747404345,28.577546375748767,291368400
2015-03-09,28.297115325927734,28.837953890483007,27.834176424134036,28.47961985670529,354114000
2015-03-10,27.71177101135254,28.31492636258057,27.553748911042486,28.13464793933434,275426400
2015-03-11,27.2065372467041,27.769630401366676,27.177604203683053,27.76517981707428,275756000
2015-03-12,27.69841766357422,27.798573670384616,27.07077980681414,27.22212518990764,193450800
2015-03-13,27.507007598876953,27.90985433352595,27.282216536512934,27.687287714754685,207309200
2015-03-16,27.809694290161133,27.809694290161133,27.34675708098747,27.57154811064619,143497200
2015-03-17,28.274860382080078,28.33717875688107,27.965492951426334,28.021134600076984,204092400
2015-03-18,28.593135833740234,28.74670735507032,28.12574624044493,28.26596260901892,261083600
2015-03-19,28.377241134643555,28.76673267962886,28.354984814539783,28.65544938106163,183238000
2015-03-20,28.021137237548828,28.577552078379163,27.85643841749427,28.544168444485248,274780400
2015-03-23,28.312702178955078,28.45514469325615,28.159130653391948,28.292671996341824,150838800
2015-03-24,28.196969985961914,28.497432931707642,28.16803523414211,28.317156183089494,131369200
2015-03-25,27.46026611328125,28.225895749966426,27.46026611328125,28.16357737452431,206620800
2015-03-26,27.651676177978516,27.794118677825203,27.28666705986531,27.32227853385125,190291600
2015-03-27,27.43132781982422,27.754048644367636,27.355656006418805,27.72511560360346,158184800
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800
2015-03-31,27.6939640045166,28.152450688573246,27.67838440937046,28.06342370286021,168362400
2015-04-01,27.65390396118164,27.847537541865293,27.39795199537184,27.78076687320234,162485600
2015-04-02,27.892045974731445,27.945461482762074,27.64054633045754,27.82750145758893,128880400
2015-04-06,28.343860626220703,28.379472102882282,27.671710135695783,27.702869328750328,148776000
2015-04-07,28.045618057250977,28.515232026334367,28.03894133086354,28.40840100803854,140049200
2015-04-08,27.954370498657227,28.13242449531792,27.814154122469844,28.0100121603576,149316800
2015-04-09,28.16803550720215,28.17248779124012,27.745160218232098,28.01001338483092,129936000
2015-04-10,28.288211822509766,28.312694282018718,27.878690132629572,28.032259917310526,160752000
2015-04-13,28.232574462890625,28.615391006220108,28.179158951331196,28.57087496683167,145460400
2015-04-14,28.11016845703125,28.330508964159016,28.023367599737018,28.265964432162242,102098400
2015-04-15,28.216995239257812,28.294893215067187,28.045619692477185,28.13464667828012,115881600
2015-04-16,28.081228256225586,28.288215267615023,28.067874803248348,28.105710718716157,113476000
2015-04-17,27.76519012451172,28.07455763815135,27.700645590997496,27.943244127175006,207828000
2015-04-20,28.39949607849121,28.51522995625131,27.85865920574181,27.94768617989097,188217200
2015-04-21,28.245935440063477,28.53304493519228,28.192518219438206,28.51079030700502,129740400
2015-04-22,28.626514434814453,28.682156083705696,28.11461228384406,28.263731495340977,150618000
2015-04-23,28.860212326049805,29.027137285949443,28.519685679542306,28.555297152717507,183083600
2015-04-24,28.9959774017334,29.073877072926983,28.762281784249566,29.04271788366893,178103600
2015-04-27,29.52346420288086,29.630298638040404,29.18961423422666,29.447792358382642,387816800
2015-04-28,29.058290481567383,29.94410446846122,28.83795175345525,29.926302131643034,475696000
2015-04-29,28.63097381591797,29.287544756394485,28.555301969728283,28.969276075956806,253544400
2015-04-30,27.854211807250977,28.630968807003697,27.72734890644295,28.630968807003697,332781600
2015-05-01,28.699970245361328,28.96260067120811,27.88760329147223,28.065655601372377,234050400
2015-05-04,28.644323348999023,29.06052523824225,28.5463934927065,28.822377324431148,203953200
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600
2015-05-06,27.823049545288086,28.210314931617717,27.455814336746123,28.168026736668235,288564000
2015-05-07,27.995147705078125,28.178414607387104,27.718011058549237,27.88563328767848,175763600
2015-05-08,28.522594451904297,28.522594451904297,28.185114608413503,28.31250741348548,222201600
2015-05-11,28.232046127319336,28.509180998854276,28.07783316974487,28.471187045728733,168143200
2015-05-12,28.131479263305664,28.357209293536233,27.896807471517413,28.071134308781183,192640000
2015-05-13,28.16277313232422,28.426498870974804,28.131483782411582,28.19406248223686,138776800
2015-05-14,28.81985092163086,28.81985092163086,28.419793993535126,28.47566807574468,180814000
2015-05-15,28.779621124267578,28.940538742139225,28.654463734874764,28.846670700094613,152832000
2015-05-18,29.096981048583984,29.21543380338683,28.68798244962446,28.69245333007435,203531600
2015-05-19,29.070165634155273,29.25119709310559,28.97406045096111,29.208732250086047,178532800
2015-05-20,29.06792449951172,29.273540659872967,28.907006911353793,29.05451526887897,145819600
2015-05-21,29.365177154541016,29.418817491382214,29.016523490780013,29.07016382762121,158921600
2015-05-22,29.62220001220703,29.718305200753246,29.367414350183818,29.412116341293565,182384000
2015-05-26,28.96957778930664,29.704882233527837,28.85782968376507,29.63559895373711,282790400
2015-05-27,29.510446548461914,29.559616001614543,29.065691145330188,29.130503564331832,183332800
2015-05-28,29.452335357666016,29.490329310681236,29.300359545605133,29.470215466781788,122933200
2015-05-29,29.11708641052246,29.37857657098098,29.03215675813571,29.329407131207763,203538000
2015-06-01,29.17520523071289,29.36517844806299,29.06569422731027,29.117097420954007,128451200
2015-06-02,29.045581817626953,29.20202855186745,28.90254431628092,29.023230822614153,134670400
2015-06-03,29.081331253051758,29.264599816842107,29.032161804731526,29.2020211390313,123934000
2015-06-04,28.911481857299805,29.184147619450545,28.810909203128812,28.96065131672259,153800400
2015-06-05,28.75279998779297,28.985238068604655,28.68798755600468,28.942773222478493,142507200
2015-06-08,28.56282615661621,28.877956739709482,28.34603448543426,28.808670026111816,210699200
2015-06-09,28.4778995513916,28.625407935186903,28.0756072144928,28.31698193457547,224301600
2015-06-10,28.80420684814453,28.907013245711767,28.57400420594384,28.589648880157323,156349200
2015-06-11,28.73939323425293,29.094751592578007,28.714808500704958,28.871255254972276,141563600
